Country,CountryFull,InsuranceID,MarketingConsent,MarketingConsentStartDate,LoyaltyConsent,LoyaltyConsentStartDate,ThirdPartyConsent,ThirdPartyConsentStartDate
FR,France,34381611,NO,1900-01-01,YES,2016-03-25,NO,1900-01-01
CY,Cyprus (Greek),97648407,NO,1900-01-01,YES,2016-06-06,YES,2017-06-02
DK,Denmark,39895770,NO,1900-01-01,YES,2016-04-02,YES,2016-04-18
FR,France,51489923,YES,2017-06-12,NO,1900-01-01,NO,1900-01-01
CH,Switzerland,57711276,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PL,Poland,31788196,YES,2017-01-03,NO,1900-01-01,YES,2016-10-14
FR,France,26083118,YES,2016-05-21,NO,1900-01-01,NO,1900-01-01
SE,Sweden,32834767,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,3075711,NO,1900-01-01,YES,2016-04-03,NO,1900-01-01
PL,Poland,85402983,YES,2017-04-22,NO,1900-01-01,NO,1900-01-01
FI,Finland,32198204,NO,1900-01-01,YES,2016-09-30,NO,1900-01-01
IT,Italy,77142122,YES,2017-05-17,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,29501017,YES,2017-02-07,NO,1900-01-01,YES,2016-04-07
AU,Australia,80364934,NO,1900-01-01,YES,2016-11-15,NO,1900-01-01
US,United States,51345154,NO,1900-01-01,YES,2016-12-28,YES,2016-11-07
BE,Belgium,76404692,NO,1900-01-01,NO,1900-01-01,YES,2017-06-18
GB,United Kingdom,76680075,YES,2017-02-09,NO,1900-01-01,NO,1900-01-01
SE,Sweden,75570594,NO,1900-01-01,NO,1900-01-01,YES,2016-09-25
UY,Uruguay,65155354,YES,2016-05-30,NO,1900-01-01,YES,2017-05-06
NL,Netherlands,15005286,NO,1900-01-01,YES,2017-06-19,YES,2016-09-06
ZA,South Africa,26571033,YES,2016-07-23,NO,1900-01-01,NO,1900-01-01
SE,Sweden,46646984,YES,2016-05-07,NO,1900-01-01,NO,1900-01-01
ES,Spain,42614834,NO,1900-01-01,YES,2017-03-14,NO,1900-01-01
NO,Norway,27082893,NO,1900-01-01,YES,2016-04-06,YES,2016-10-28
SI,Slovenia,51056778,NO,1900-01-01,NO,1900-01-01,YES,2016-11-17
BE,Belgium,20064111,NO,1900-01-01,NO,1900-01-01,YES,2016-06-08
DE,Germany,1700542,YES,2016-06-15,NO,1900-01-01,YES,2016-12-17
GL,Greenland,81077745,YES,2016-09-15,YES,2016-11-26,NO,1900-01-01
DK,Denmark,63659856,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,55159571,NO,1900-01-01,YES,2017-04-29,NO,1900-01-01
AT,Austria,17440136,NO,1900-01-01,YES,2017-04-27,NO,1900-01-01
TN,Tunisia,22871428,YES,2017-01-29,YES,2017-06-27,NO,1900-01-01
FR,France,12869743,YES,2016-03-01,NO,1900-01-01,NO,1900-01-01
US,United States,17781537,NO,1900-01-01,YES,2017-03-13,YES,2016-07-10
ZA,South Africa,53506476,YES,2016-02-11,YES,2016-08-25,YES,2016-12-03
CY,Cyprus (Greek),69939294,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DK,Denmark,52097928,YES,2017-02-07,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,2188685,NO,1900-01-01,NO,1900-01-01,YES,2016-12-25
US,United States,58683784,NO,1900-01-01,NO,1900-01-01,YES,2016-12-14
CA,Canada,28522039,NO,1900-01-01,NO,1900-01-01,YES,2016-12-06
ZA,South Africa,99537145,NO,1900-01-01,NO,1900-01-01,YES,2017-05-27
NZ,New Zealand,90575059,NO,1900-01-01,YES,2016-10-19,YES,2017-04-21
IT,Italy,54429591,NO,1900-01-01,YES,2016-10-17,YES,2016-06-22
CY,Cyprus (Greek),25237064,NO,1900-01-01,NO,1900-01-01,YES,2016-06-26
ES,Spain,79921064,YES,2017-05-05,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,43914928,YES,2017-01-27,NO,1900-01-01,NO,1900-01-01
FR,France,9842431,NO,1900-01-01,YES,2016-09-24,YES,2017-02-01
PT,Portugal,92189239,YES,2016-04-14,NO,1900-01-01,NO,1900-01-01
EE,Estonia,60593023,YES,2016-01-01,YES,2017-07-05,YES,2017-06-01
HU,Hungary,15364119,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
IS,Iceland,33680742,NO,1900-01-01,YES,2016-07-12,YES,2016-03-31
CY,Cyprus (Anglicized),20089165,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
HU,Hungary,80543525,NO,1900-01-01,YES,2017-05-26,NO,1900-01-01
CH,Switzerland,53279218,NO,1900-01-01,YES,2016-08-01,YES,2016-01-13
NL,Netherlands,99683273,YES,2016-12-20,NO,1900-01-01,NO,1900-01-01
PT,Portugal,25697182,YES,2017-03-27,NO,1900-01-01,YES,2016-01-19
DE,Germany,91897789,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
US,United States,23791001,YES,2016-07-25,YES,2017-05-29,NO,1900-01-01
AU,Australia,74947598,YES,2017-04-23,YES,2016-09-03,NO,1900-01-01
SE,Sweden,71121618,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CA,Canada,39558330,NO,1900-01-01,YES,2017-06-19,NO,1900-01-01
UY,Uruguay,16798030,YES,2017-07-24,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,99968607,YES,2016-04-14,YES,2016-09-09,YES,2016-02-21
CZ,Czech Republic,87147169,NO,1900-01-01,NO,1900-01-01,YES,2016-04-26
IT,Italy,20417393,YES,2016-12-12,NO,1900-01-01,YES,2016-03-27
FR,France,77158034,YES,2017-04-19,NO,1900-01-01,YES,2017-05-16
FI,Finland,1514085,NO,1900-01-01,YES,2017-05-27,YES,2017-04-26
US,United States,92974280,YES,2016-05-21,YES,2016-08-03,YES,2016-11-06
IT,Italy,18730042,NO,1900-01-01,NO,1900-01-01,YES,2016-09-11
BR,Brazil,18476980,NO,1900-01-01,NO,1900-01-01,YES,2017-06-10
SE,Sweden,22364840,NO,1900-01-01,NO,1900-01-01,YES,2016-11-20
TN,Tunisia,42252860,YES,2017-05-11,NO,1900-01-01,NO,1900-01-01
PT,Portugal,53548575,YES,2016-04-16,NO,1900-01-01,YES,2017-05-04
PT,Portugal,2698004,YES,2016-05-13,YES,2017-04-25,YES,2017-06-03
NZ,New Zealand,8149395,NO,1900-01-01,YES,2016-03-27,NO,1900-01-01
IT,Italy,58957684,NO,1900-01-01,YES,2016-08-15,YES,2016-09-15
CY,Cyprus (Anglicized),62338536,NO,1900-01-01,YES,2016-04-03,YES,2016-02-07
CY,Cyprus (Anglicized),54526112,NO,1900-01-01,YES,2017-01-03,NO,1900-01-01
US,United States,13531770,NO,1900-01-01,YES,2017-01-10,YES,2016-10-03
GL,Greenland,92762943,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GL,Greenland,48106746,YES,2016-08-10,NO,1900-01-01,YES,2016-07-31
PL,Poland,78379654,NO,1900-01-01,YES,2017-03-29,YES,2017-07-12
DE,Germany,71265632,YES,2017-05-25,NO,1900-01-01,NO,1900-01-01
GL,Greenland,43843442,YES,2017-06-01,NO,1900-01-01,NO,1900-01-01
US,United States,74442968,NO,1900-01-01,YES,2016-03-31,YES,2017-02-04
PL,Poland,85900674,NO,1900-01-01,YES,2016-10-17,YES,2016-01-22
BR,Brazil,53311174,NO,1900-01-01,YES,2016-03-29,NO,1900-01-01
ES,Spain,11216588,YES,2016-09-10,NO,1900-01-01,YES,2016-12-14
NO,Norway,4097583,YES,2016-01-20,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,60799741,NO,1900-01-01,YES,2017-01-29,YES,2017-01-15
SE,Sweden,42083905,YES,2016-08-25,YES,2016-04-07,YES,2017-04-29
NO,Norway,93254228,NO,1900-01-01,YES,2017-05-06,YES,2016-07-10
CZ,Czech Republic,65406229,YES,2016-12-05,YES,2016-03-31,NO,1900-01-01
CY,Cyprus (Anglicized),43021610,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,53321197,NO,1900-01-01,NO,1900-01-01,YES,2017-05-07
BR,Brazil,90807636,YES,2016-04-18,NO,1900-01-01,NO,1900-01-01
PL,Poland,6950495,YES,2016-03-14,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,58268902,YES,2017-04-05,YES,2016-12-31,NO,1900-01-01
NZ,New Zealand,9837136,NO,1900-01-01,NO,1900-01-01,YES,2016-10-06
BE,Belgium,89395019,YES,2017-05-28,NO,1900-01-01,YES,2017-01-17
IT,Italy,4275161,YES,2016-10-20,NO,1900-01-01,YES,2016-08-06
NO,Norway,51680008,YES,2016-06-20,NO,1900-01-01,YES,2017-06-24
CY,Cyprus (Greek),35893,YES,2016-04-01,YES,2016-03-01,NO,1900-01-01
IS,Iceland,22782561,YES,2016-10-03,NO,1900-01-01,NO,1900-01-01
ES,Spain,92904678,YES,2016-12-06,NO,1900-01-01,NO,1900-01-01
IT,Italy,85518539,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),37879014,YES,2016-05-08,NO,1900-01-01,YES,2016-11-16
ES,Spain,72470425,NO,1900-01-01,YES,2016-02-21,NO,1900-01-01
NL,Netherlands,72235437,YES,2016-11-09,YES,2016-08-14,YES,2017-05-31
IS,Iceland,5700256,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,17283552,NO,1900-01-01,YES,2016-01-28,NO,1900-01-01
CY,Cyprus (Anglicized),34373723,YES,2016-06-22,YES,2017-06-15,NO,1900-01-01
UY,Uruguay,40129670,NO,1900-01-01,YES,2016-04-13,NO,1900-01-01
CZ,Czech Republic,84141346,YES,2016-11-17,NO,1900-01-01,YES,2016-10-18
US,United States,41777030,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,24023442,YES,2016-05-26,YES,2017-04-15,NO,1900-01-01
IS,Iceland,68839763,YES,2016-03-03,YES,2016-01-19,NO,1900-01-01
TN,Tunisia,29270669,NO,1900-01-01,YES,2017-01-29,NO,1900-01-01
NL,Netherlands,4993875,YES,2016-06-18,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,99796463,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NO,Norway,5952733,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
HU,Hungary,47779748,YES,2016-10-18,NO,1900-01-01,NO,1900-01-01
FR,France,13372114,YES,2016-01-26,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,43458120,YES,2016-08-09,YES,2017-03-08,YES,2016-06-18
ZA,South Africa,75382737,NO,1900-01-01,NO,1900-01-01,YES,2016-09-11
HU,Hungary,20806937,YES,2016-08-27,NO,1900-01-01,NO,1900-01-01
FR,France,99687989,NO,1900-01-01,YES,2017-07-10,NO,1900-01-01
BE,Belgium,16725925,YES,2017-05-30,NO,1900-01-01,NO,1900-01-01
PT,Portugal,35612372,YES,2016-10-25,NO,1900-01-01,YES,2016-06-11
SI,Slovenia,46182429,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
EE,Estonia,66365755,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GL,Greenland,59032197,NO,1900-01-01,YES,2017-07-17,NO,1900-01-01
BE,Belgium,75209493,YES,2017-02-15,YES,2016-02-22,NO,1900-01-01
EE,Estonia,64144655,YES,2016-09-16,NO,1900-01-01,YES,2016-06-18
DE,Germany,27237357,YES,2017-06-14,NO,1900-01-01,NO,1900-01-01
DK,Denmark,5750739,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,60827061,NO,1900-01-01,YES,2017-06-04,NO,1900-01-01
IS,Iceland,19691599,YES,2016-07-02,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,80339411,NO,1900-01-01,YES,2016-05-23,NO,1900-01-01
NL,Netherlands,82413329,YES,2017-04-29,NO,1900-01-01,YES,2016-07-29
US,United States,51917047,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,82453095,NO,1900-01-01,NO,1900-01-01,YES,2016-03-22
GB,United Kingdom,67952824,YES,2016-11-22,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,47630722,NO,1900-01-01,YES,2016-05-24,NO,1900-01-01
GL,Greenland,59004256,YES,2016-10-23,NO,1900-01-01,YES,2016-10-18
AU,Australia,39442127,NO,1900-01-01,YES,2017-06-22,NO,1900-01-01
CY,Cyprus (Greek),95237819,NO,1900-01-01,YES,2016-07-25,NO,1900-01-01
BE,Belgium,62331486,NO,1900-01-01,NO,1900-01-01,YES,2016-03-25
SI,Slovenia,365189,YES,2016-02-02,NO,1900-01-01,YES,2017-01-10
CZ,Czech Republic,43218491,NO,1900-01-01,YES,2016-05-22,NO,1900-01-01
NZ,New Zealand,30709571,YES,2016-03-08,NO,1900-01-01,NO,1900-01-01
ES,Spain,48877360,YES,2016-04-26,YES,2016-04-06,YES,2016-08-02
HU,Hungary,93866652,YES,2016-05-04,YES,2016-12-24,YES,2016-06-21
NL,Netherlands,73192172,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
BE,Belgium,91551178,YES,2017-05-06,YES,2016-07-04,YES,2016-11-24
ZA,South Africa,72929884,NO,1900-01-01,YES,2016-08-27,NO,1900-01-01
CY,Cyprus (Anglicized),50806268,YES,2016-01-19,YES,2017-04-21,YES,2016-03-27
SI,Slovenia,37765482,YES,2016-05-05,NO,1900-01-01,NO,1900-01-01
TN,Tunisia,15594209,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DE,Germany,87928098,YES,2017-02-27,YES,2016-10-28,YES,2017-03-26
ES,Spain,21187860,NO,1900-01-01,YES,2016-07-02,YES,2016-03-25
FR,France,98591701,NO,1900-01-01,YES,2016-01-18,YES,2016-03-05
TN,Tunisia,87883701,YES,2016-08-17,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,40095364,YES,2016-11-08,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,79043101,YES,2017-05-04,YES,2016-05-07,NO,1900-01-01
UY,Uruguay,77945289,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,60704862,NO,1900-01-01,YES,2016-03-13,YES,2016-01-04
AU,Australia,24398240,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
HU,Hungary,28520450,YES,2017-03-14,YES,2016-01-30,YES,2016-03-01
CY,Cyprus (Greek),56688289,YES,2016-11-06,YES,2017-04-05,YES,2016-03-06
FR,France,24327235,YES,2016-07-01,NO,1900-01-01,YES,2016-01-02
CA,Canada,70746287,NO,1900-01-01,NO,1900-01-01,YES,2016-05-20
BR,Brazil,29145499,YES,2017-05-30,YES,2017-07-18,NO,1900-01-01
BE,Belgium,46934153,NO,1900-01-01,YES,2016-12-27,NO,1900-01-01
NO,Norway,66649076,YES,2017-01-11,NO,1900-01-01,NO,1900-01-01
GB,United Kingdom,43745461,NO,1900-01-01,YES,2017-04-28,NO,1900-01-01
SI,Slovenia,51678714,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PL,Poland,89451929,YES,2016-01-07,YES,2017-02-11,NO,1900-01-01
PL,Poland,14633299,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
EE,Estonia,61769104,YES,2017-07-28,NO,1900-01-01,YES,2017-02-23
CH,Switzerland,65028088,YES,2016-12-15,YES,2016-12-23,YES,2016-09-02
NO,Norway,87024746,YES,2016-06-02,NO,1900-01-01,YES,2016-04-20
NO,Norway,83229578,NO,1900-01-01,YES,2017-03-28,YES,2017-02-09
US,United States,17061244,YES,2016-11-02,YES,2016-10-21,YES,2016-09-05
DE,Germany,90606629,YES,2016-05-02,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,8131312,YES,2016-09-02,YES,2016-07-24,YES,2017-06-12
DK,Denmark,37586851,YES,2017-02-13,NO,1900-01-01,YES,2016-09-27
US,United States,46518647,NO,1900-01-01,YES,2016-05-31,YES,2016-03-04
CY,Cyprus (Greek),86507041,YES,2017-04-23,NO,1900-01-01,YES,2016-09-08
IS,Iceland,71857577,YES,2016-02-11,YES,2016-02-02,NO,1900-01-01
IS,Iceland,35953949,YES,2016-07-13,YES,2016-09-08,YES,2017-05-27
FR,France,50698029,NO,1900-01-01,NO,1900-01-01,YES,2016-11-01
EE,Estonia,14696839,NO,1900-01-01,YES,2017-02-06,NO,1900-01-01
FI,Finland,86892175,YES,2017-05-04,YES,2016-11-14,YES,2017-05-25
NO,Norway,67930139,YES,2016-12-26,NO,1900-01-01,YES,2017-07-01
FR,France,33324634,YES,2016-08-12,YES,2016-04-10,NO,1900-01-01
CA,Canada,48460682,YES,2016-02-08,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,52298392,YES,2017-01-13,NO,1900-01-01,YES,2016-05-22
SE,Sweden,76623952,NO,1900-01-01,NO,1900-01-01,YES,2016-07-03
FI,Finland,86960630,YES,2016-01-17,YES,2017-07-20,YES,2016-09-14
HU,Hungary,12625251,YES,2016-05-30,YES,2017-02-07,YES,2017-01-28
FR,France,1224335,NO,1900-01-01,YES,2016-05-07,YES,2017-03-10
US,United States,75177577,NO,1900-01-01,YES,2016-03-16,NO,1900-01-01
SE,Sweden,11853597,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
SE,Sweden,34222684,YES,2016-04-19,NO,1900-01-01,YES,2016-07-01
UY,Uruguay,71758532,YES,2017-07-29,YES,2016-12-30,NO,1900-01-01
ES,Spain,21798403,YES,2017-01-03,NO,1900-01-01,NO,1900-01-01
BR,Brazil,27769812,NO,1900-01-01,YES,2016-08-08,NO,1900-01-01
IS,Iceland,79436373,NO,1900-01-01,YES,2017-01-16,YES,2016-12-02
FR,France,55677699,NO,1900-01-01,YES,2016-01-13,NO,1900-01-01
DK,Denmark,24179904,YES,2016-04-23,YES,2016-04-23,YES,2017-03-12
DK,Denmark,76443717,YES,2016-07-11,NO,1900-01-01,NO,1900-01-01
ES,Spain,75746874,NO,1900-01-01,YES,2016-10-01,NO,1900-01-01
BE,Belgium,45046317,YES,2016-05-03,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,1485194,YES,2016-04-15,NO,1900-01-01,NO,1900-01-01
EE,Estonia,89263963,YES,2016-12-06,YES,2017-06-25,YES,2017-03-05
NZ,New Zealand,54143854,NO,1900-01-01,YES,2016-02-19,NO,1900-01-01
SE,Sweden,85490779,NO,1900-01-01,YES,2016-05-07,NO,1900-01-01
ES,Spain,46707998,YES,2017-01-31,NO,1900-01-01,NO,1900-01-01
SI,Slovenia,21261237,YES,2016-04-11,YES,2016-05-07,YES,2016-02-03
ES,Spain,73751243,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NL,Netherlands,17711473,YES,2016-08-05,NO,1900-01-01,YES,2016-04-06
IS,Iceland,40286128,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
PT,Portugal,50086785,NO,1900-01-01,YES,2017-04-11,NO,1900-01-01
SI,Slovenia,78420770,NO,1900-01-01,YES,2016-10-16,NO,1900-01-01
CZ,Czech Republic,79099128,NO,1900-01-01,YES,2016-11-04,NO,1900-01-01
IS,Iceland,61388047,NO,1900-01-01,NO,1900-01-01,YES,2016-10-30
AT,Austria,4396419,YES,2017-05-31,NO,1900-01-01,YES,2016-07-08
PL,Poland,41165573,YES,2016-12-26,YES,2017-03-02,NO,1900-01-01
US,United States,93797165,YES,2016-04-08,YES,2017-01-28,YES,2017-03-07
CY,Cyprus (Anglicized),27553503,YES,2017-02-03,NO,1900-01-01,YES,2016-01-11
CY,Cyprus (Anglicized),41831416,YES,2016-07-07,YES,2017-03-12,NO,1900-01-01
IS,Iceland,73038709,NO,1900-01-01,YES,2017-01-26,YES,2016-02-23
CY,Cyprus (Anglicized),26307054,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,81844280,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DK,Denmark,36654893,NO,1900-01-01,NO,1900-01-01,YES,2016-02-08
NO,Norway,2450683,NO,1900-01-01,YES,2017-05-06,NO,1900-01-01
GB,United Kingdom,73959598,YES,2016-03-21,YES,2017-06-26,NO,1900-01-01
HU,Hungary,48058399,YES,2016-02-23,YES,2016-11-29,YES,2016-08-03
AT,Austria,4304385,YES,2016-09-09,NO,1900-01-01,YES,2017-06-10
NZ,New Zealand,75657302,YES,2016-09-21,NO,1900-01-01,NO,1900-01-01
ES,Spain,72886324,YES,2016-04-22,YES,2016-07-30,YES,2017-02-04
CZ,Czech Republic,79154051,YES,2017-04-06,YES,2016-12-21,NO,1900-01-01
NL,Netherlands,57174204,NO,1900-01-01,NO,1900-01-01,YES,2016-10-27
TN,Tunisia,92187530,YES,2016-09-27,YES,2016-10-18,YES,2016-06-17
NO,Norway,88000845,NO,1900-01-01,YES,2016-12-18,YES,2016-11-17
AU,Australia,280165,NO,1900-01-01,YES,2016-08-03,NO,1900-01-01
CY,Cyprus (Anglicized),92991611,NO,1900-01-01,YES,2016-03-23,NO,1900-01-01
BR,Brazil,60449965,NO,1900-01-01,YES,2016-11-09,YES,2016-05-01
CY,Cyprus (Greek),51357639,YES,2017-05-03,YES,2017-06-06,YES,2016-09-05
BE,Belgium,20231429,YES,2016-05-21,YES,2017-02-12,YES,2016-06-10
AU,Australia,67150365,NO,1900-01-01,YES,2016-09-04,YES,2016-03-12
PT,Portugal,9708448,NO,1900-01-01,YES,2016-12-04,NO,1900-01-01
NL,Netherlands,9661200,NO,1900-01-01,YES,2017-03-04,NO,1900-01-01
FI,Finland,80546797,YES,2016-01-22,NO,1900-01-01,NO,1900-01-01
ZA,South Africa,1736558,YES,2016-02-06,YES,2016-11-15,YES,2017-06-06
EE,Estonia,17294742,NO,1900-01-01,YES,2017-06-18,YES,2017-02-17
IS,Iceland,30826908,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
US,United States,15968187,YES,2016-10-13,YES,2016-04-27,YES,2017-01-20
GL,Greenland,24688017,YES,2017-01-01,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,8591645,YES,2016-11-11,NO,1900-01-01,NO,1900-01-01
SE,Sweden,1729612,YES,2017-07-02,NO,1900-01-01,YES,2016-12-17
BR,Brazil,40677895,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AU,Australia,97428012,NO,1900-01-01,YES,2017-02-25,YES,2016-01-04
BE,Belgium,58105219,NO,1900-01-01,YES,2016-12-12,NO,1900-01-01
CY,Cyprus (Greek),1441344,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
EE,Estonia,1772244,NO,1900-01-01,YES,2017-05-14,NO,1900-01-01
US,United States,32650642,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
AT,Austria,41452175,YES,2017-05-23,YES,2017-04-19,NO,1900-01-01
AU,Australia,71507049,NO,1900-01-01,NO,1900-01-01,YES,2016-06-13
NO,Norway,11105420,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
GL,Greenland,45285435,YES,2017-01-12,YES,2016-05-26,YES,2016-05-27
IT,Italy,86000850,NO,1900-01-01,YES,2016-03-18,YES,2016-05-05
CZ,Czech Republic,34715346,NO,1900-01-01,NO,1900-01-01,YES,2017-07-05
HU,Hungary,37130630,YES,2016-11-16,YES,2017-06-02,YES,2017-05-16
IS,Iceland,36644895,YES,2016-12-01,YES,2016-01-04,NO,1900-01-01
HU,Hungary,47007405,YES,2016-06-29,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),55374554,YES,2017-03-01,YES,2016-09-26,NO,1900-01-01
AU,Australia,40422229,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
HU,Hungary,13832103,NO,1900-01-01,YES,2016-06-01,YES,2016-01-30
SI,Slovenia,54172476,NO,1900-01-01,NO,1900-01-01,YES,2016-12-15
TN,Tunisia,805279,NO,1900-01-01,YES,2017-06-16,NO,1900-01-01
GB,United Kingdom,83841981,NO,1900-01-01,YES,2016-08-16,NO,1900-01-01
CY,Cyprus (Greek),79864303,YES,2016-09-03,YES,2017-04-21,NO,1900-01-01
ES,Spain,62164550,YES,2017-05-15,YES,2017-07-29,YES,2016-12-05
CA,Canada,46331572,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),29613655,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
UY,Uruguay,94613139,YES,2017-07-07,YES,2017-01-19,NO,1900-01-01
US,United States,17847932,NO,1900-01-01,YES,2017-06-30,NO,1900-01-01
FI,Finland,7305328,YES,2016-03-09,YES,2016-01-29,YES,2016-09-17
FI,Finland,3801274,NO,1900-01-01,YES,2016-08-03,YES,2016-05-14
UY,Uruguay,217864,YES,2017-06-17,NO,1900-01-01,YES,2016-05-29
TN,Tunisia,46663992,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
NZ,New Zealand,6670323,NO,1900-01-01,YES,2016-04-09,YES,2017-04-02
HU,Hungary,75583275,YES,2016-06-09,NO,1900-01-01,NO,1900-01-01
BE,Belgium,39901535,YES,2017-04-23,YES,2017-01-05,NO,1900-01-01
PL,Poland,35952053,YES,2016-11-06,NO,1900-01-01,NO,1900-01-01
CZ,Czech Republic,3559453,YES,2017-03-08,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Greek),5755724,NO,1900-01-01,NO,1900-01-01,YES,2017-07-10
BR,Brazil,12958612,NO,1900-01-01,YES,2017-01-10,YES,2017-07-14
IS,Iceland,71324264,YES,2016-10-16,YES,2017-03-25,NO,1900-01-01
FR,France,68505380,YES,2016-10-03,NO,1900-01-01,NO,1900-01-01
FI,Finland,21690970,NO,1900-01-01,YES,2017-07-27,NO,1900-01-01
PT,Portugal,52851345,NO,1900-01-01,NO,1900-01-01,YES,2017-02-15
CH,Switzerland,29451668,YES,2016-12-31,YES,2016-07-01,NO,1900-01-01
PT,Portugal,95405356,YES,2016-05-31,YES,2017-02-02,NO,1900-01-01
CY,Cyprus (Greek),29976804,NO,1900-01-01,YES,2016-11-02,NO,1900-01-01
UY,Uruguay,72377353,YES,2016-12-30,NO,1900-01-01,NO,1900-01-01
GL,Greenland,58028495,YES,2017-02-16,NO,1900-01-01,YES,2017-04-19
GB,United Kingdom,72562977,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
DE,Germany,98071133,NO,1900-01-01,YES,2016-04-13,NO,1900-01-01
FI,Finland,58371809,YES,2016-02-23,YES,2016-11-09,NO,1900-01-01
HU,Hungary,30033258,NO,1900-01-01,NO,1900-01-01,YES,2016-01-05
NZ,New Zealand,3264543,NO,1900-01-01,YES,2016-06-27,NO,1900-01-01
CY,Cyprus (Anglicized),24020386,YES,2017-01-25,YES,2016-02-05,YES,2016-07-27
DE,Germany,26095058,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
EE,Estonia,37311418,YES,2017-01-04,NO,1900-01-01,NO,1900-01-01
DE,Germany,90253759,NO,1900-01-01,NO,1900-01-01,YES,2017-07-26
SE,Sweden,74833550,YES,2017-05-18,YES,2016-02-23,YES,2017-05-31
PL,Poland,49004374,NO,1900-01-01,YES,2016-07-06,NO,1900-01-01
BR,Brazil,18493396,NO,1900-01-01,YES,2016-02-15,YES,2017-07-23
FI,Finland,7373285,NO,1900-01-01,NO,1900-01-01,YES,2016-07-04
NO,Norway,67087751,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
CY,Cyprus (Anglicized),12024615,YES,2016-10-25,YES,2017-04-04,YES,2016-07-07
IS,Iceland,39767990,YES,2016-01-08,YES,2016-01-31,YES,2016-11-18
IS,Iceland,66372662,NO,1900-01-01,NO,1900-01-01,YES,2016-10-27
AU,Australia,54599000,NO,1900-01-01,YES,2016-07-14,YES,2017-05-05
BR,Brazil,40558757,NO,1900-01-01,NO,1900-01-01,NO,1900-01-01
